time,t2m,t2m_celsius
2023-01-01 00:00:00,286.25137,13.101379
2023-01-01 06:00:00,285.17117,12.021179
2023-01-01 12:00:00,286.43942,13.289429
2023-01-01 18:00:00,286.16257,13.012573
2023-01-02 00:00:00,285.28415,12.134155
